turbine_num,code,time_on,time_off,duration,stop_cat,description
22,101,11/18/2015 4:09,11/18/2015 6:04,0 days 01:54:45.000000000,ok,description anonymised
21,101,11/18/2015 4:09,11/18/2015 6:04,0 days 01:54:45.000000000,ok,description anonymised
21,196,11/18/2015 6:04,11/18/2015 6:04,0 days 00:00:05.000000000,ok,description anonymised
22,196,11/18/2015 6:04,11/18/2015 6:04,0 days 00:00:05.000000000,ok,description anonymised
21,73,11/18/2015 9:20,11/18/2015 9:20,0 days 00:00:01.000000000,sensor,description anonymised
21,141,11/18/2015 9:20,11/18/2015 9:20,0 days 00:00:27.000000000,ok,description anonymised
21,207,11/18/2015 9:20,11/20/2015 13:45,2 days 04:25:44.000000000,ok,description anonymised
21,82,11/18/2015 9:20,11/20/2015 13:45,2 days 04:25:44.000000000,ok,description anonymised
21,93,11/18/2015 9:20,11/18/2015 9:21,0 days 00:00:54.000000000,ok,description anonymised
21,97,11/18/2015 9:21,11/18/2015 9:22,0 days 00:01:00.000000000,ok,description anonymised
21,9,11/18/2015 9:22,11/18/2015 9:24,0 days 00:01:50.000000000,ok,description anonymised
21,84,11/18/2015 9:24,11/19/2015 5:29,0 days 20:05:26.000000000,ok,description anonymised
21,101,11/18/2015 14:48,11/18/2015 15:46,0 days 00:58:17.000000000,ok,description anonymised
22,101,11/18/2015 14:48,11/18/2015 15:46,0 days 00:58:17.000000000,ok,description anonymised
21,196,11/18/2015 15:46,11/18/2015 15:46,0 days 00:00:05.000000000,ok,description anonymised
22,196,11/18/2015 15:46,11/18/2015 15:46,0 days 00:00:05.000000000,ok,description anonymised
22,101,11/18/2015 15:50,11/18/2015 15:59,0 days 00:08:48.000000000,ok,description anonymised
21,101,11/18/2015 15:50,11/18/2015 15:59,0 days 00:08:48.000000000,ok,description anonymised
21,196,11/18/2015 15:59,11/18/2015 15:59,0 days 00:00:05.000000000,ok,description anonymised
22,196,11/18/2015 15:59,11/18/2015 15:59,0 days 00:00:05.000000000,ok,description anonymised
21,101,11/18/2015 16:00,11/18/2015 16:17,0 days 00:16:47.000000000,ok,description anonymised
22,101,11/18/2015 16:00,11/18/2015 16:17,0 days 00:16:47.000000000,ok,description anonymised
21,196,11/18/2015 16:17,11/18/2015 16:17,0 days 00:00:05.000000000,ok,description anonymised
22,196,11/18/2015 16:17,11/18/2015 16:17,0 days 00:00:05.000000000,ok,description anonymised
22,101,11/18/2015 16:17,11/18/2015 16:21,0 days 00:04:18.000000000,ok,description anonymised
21,101,11/18/2015 16:17,11/18/2015 16:21,0 days 00:04:18.000000000,ok,description anonymised
22,196,11/18/2015 16:21,11/18/2015 16:22,0 days 00:00:05.000000000,ok,description anonymised
21,196,11/18/2015 16:21,11/18/2015 16:22,0 days 00:00:05.000000000,ok,description anonymised
22,101,11/18/2015 21:50,11/18/2015 21:52,0 days 00:02:22.000000000,ok,description anonymised
21,101,11/18/2015 21:50,11/18/2015 21:52,0 days 00:02:22.000000000,ok,description anonymised
22,196,11/18/2015 21:52,11/18/2015 21:52,0 days 00:00:05.000000000,ok,description anonymised
21,196,11/18/2015 21:52,11/18/2015 21:52,0 days 00:00:05.000000000,ok,description anonymised
21,101,11/18/2015 21:53,11/18/2015 21:56,0 days 00:02:37.000000000,ok,description anonymised
22,101,11/18/2015 21:53,11/18/2015 21:56,0 days 00:02:37.000000000,ok,description anonymised
22,196,11/18/2015 21:56,11/18/2015 21:56,0 days 00:00:05.000000000,ok,description anonymised
21,196,11/18/2015 21:56,11/18/2015 21:56,0 days 00:00:05.000000000,ok,description anonymised
22,101,11/18/2015 21:56,11/18/2015 22:00,0 days 00:03:38.000000000,ok,description anonymised
21,101,11/18/2015 21:56,11/18/2015 22:00,0 days 00:03:38.000000000,ok,description anonymised
21,196,11/18/2015 22:00,11/18/2015 22:00,0 days 00:00:05.000000000,ok,description anonymised
22,196,11/18/2015 22:00,11/18/2015 22:00,0 days 00:00:05.000000000,ok,description anonymised
21,101,11/18/2015 22:02,11/18/2015 22:03,0 days 00:01:24.000000000,ok,description anonymised
22,101,11/18/2015 22:02,11/18/2015 22:03,0 days 00:01:24.000000000,ok,description anonymised
21,196,11/18/2015 22:03,11/18/2015 22:03,0 days 00:00:05.000000000,ok,description anonymised
22,196,11/18/2015 22:03,11/18/2015 22:03,0 days 00:00:05.000000000,ok,description anonymised
21,101,11/18/2015 22:05,11/18/2015 22:07,0 days 00:01:27.000000000,ok,description anonymised
22,101,11/18/2015 22:05,11/18/2015 22:07,0 days 00:01:27.000000000,ok,description anonymised
22,196,11/18/2015 22:07,11/18/2015 22:07,0 days 00:00:05.000000000,ok,description anonymised
21,196,11/18/2015 22:07,11/18/2015 22:07,0 days 00:00:05.000000000,ok,description anonymised
22,101,11/18/2015 22:26,11/18/2015 22:28,0 days 00:01:46.000000000,ok,description anonymised
21,101,11/18/2015 22:26,11/18/2015 22:28,0 days 00:01:46.000000000,ok,description anonymised
21,196,11/18/2015 22:28,11/18/2015 22:28,0 days 00:00:05.000000000,ok,description anonymised
22,196,11/18/2015 22:28,11/18/2015 22:28,0 days 00:00:05.000000000,ok,description anonymised
22,101,11/18/2015 22:28,11/18/2015 22:32,0 days 00:03:37.000000000,ok,description anonymised
21,101,11/18/2015 22:28,11/18/2015 22:32,0 days 00:03:37.000000000,ok,description anonymised
22,196,11/18/2015 22:32,11/18/2015 22:32,0 days 00:00:05.000000000,ok,description anonymised
21,196,11/18/2015 22:32,11/18/2015 22:32,0 days 00:00:05.000000000,ok,description anonymised
21,101,11/18/2015 22:33,11/18/2015 22:34,0 days 00:01:44.000000000,ok,description anonymised
22,101,11/18/2015 22:33,11/18/2015 22:34,0 days 00:01:44.000000000,ok,description anonymised
21,196,11/18/2015 22:34,11/18/2015 22:34,0 days 00:00:05.000000000,ok,description anonymised
22,196,11/18/2015 22:34,11/18/2015 22:34,0 days 00:00:05.000000000,ok,description anonymised
21,101,11/18/2015 22:37,11/18/2015 22:55,0 days 00:17:51.000000000,ok,description anonymised
22,101,11/18/2015 22:37,11/18/2015 22:55,0 days 00:17:51.000000000,ok,description anonymised
21,196,11/18/2015 22:55,11/18/2015 22:55,0 days 00:00:05.000000000,ok,description anonymised
22,196,11/18/2015 22:55,11/18/2015 22:55,0 days 00:00:05.000000000,ok,description anonymised
21,9,11/19/2015 5:29,11/19/2015 5:31,0 days 00:01:38.000000000,ok,description anonymised
21,84,11/19/2015 5:31,11/19/2015 5:39,0 days 00:08:25.000000000,ok,description anonymised
21,9,11/19/2015 5:39,11/19/2015 5:56,0 days 00:16:29.000000000,ok,description anonymised
21,84,11/19/2015 5:56,11/19/2015 7:28,0 days 01:32:27.000000000,ok,description anonymised
21,203,11/19/2015 7:00,11/26/2015 4:29,6 days 21:28:53.000000000,ok,description anonymised
21,165,11/19/2015 7:00,11/26/2015 4:29,6 days 21:28:53.000000000,ok,description anonymised
21,9,11/19/2015 7:28,11/19/2015 7:32,0 days 00:03:43.000000000,ok,description anonymised
21,84,11/19/2015 7:32,11/20/2015 13:45,1 days 06:13:26.000000000,ok,description anonymised
21,201,11/19/2015 13:59,11/19/2015 13:59,0 days 00:00:48.000000000,ok,description anonymised
22,201,11/19/2015 13:59,11/19/2015 13:59,0 days 00:00:48.000000000,ok,description anonymised
22,196,11/19/2015 13:59,11/19/2015 14:00,0 days 00:00:05.000000000,ok,description anonymised
21,196,11/19/2015 13:59,11/19/2015 14:00,0 days 00:00:05.000000000,ok,description anonymised
21,201,11/19/2015 14:58,11/19/2015 14:58,0 days 00:00:29.000000000,ok,description anonymised
22,201,11/19/2015 14:58,11/19/2015 14:58,0 days 00:00:29.000000000,ok,description anonymised
22,196,11/19/2015 14:58,11/19/2015 14:59,0 days 00:00:05.000000000,ok,description anonymised
21,196,11/19/2015 14:58,11/19/2015 14:59,0 days 00:00:05.000000000,ok,description anonymised
21,144,11/20/2015 13:45,11/20/2015 13:46,0 days 00:00:09.000000000,fault_pt,description anonymised
21,68,11/20/2015 13:45,11/20/2015 13:46,0 days 00:00:09.000000000,fault_pt,description anonymised
21,500,11/20/2015 13:45,11/20/2015 13:46,0 days 00:00:09.000000000,fault_pt,description anonymised pitch axis 1
21,113,11/20/2015 13:45,11/20/2015 13:46,0 days 00:00:09.000000000,fault_pt,description anonymised
21,177,11/20/2015 13:46,11/20/2015 14:06,0 days 00:20:02.000000000,test,description anonymised
21,302,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:04.000000000,fault_pt,description anonymised pitch axis 3
21,301,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:04.000000000,fault_pt,description anonymised pitch axis 2
21,55,11/20/2015 13:46,11/20/2015 14:06,0 days 00:20:00.000000000,ok,description anonymised
21,15,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:07.000000000,maintenance,description anonymised
21,112,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,fault_pt,description anonymised
21,30,11/20/2015 13:46,11/20/2015 14:06,0 days 00:19:57.000000000,test,description anonymised
21,112,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,fault_pt,description anonymised
21,600,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
21,601,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,600,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
21,601,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,601,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,25,11/20/2015 13:46,11/20/2015 14:06,0 days 00:19:57.000000000,test,description anonymised
21,198,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,ok,description anonymised
21,144,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,fault_pt,description anonymised
21,112,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,fault_pt,description anonymised
21,600,11/20/2015 13:46,11/20/2015 13:46,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
21,15,11/20/2015 14:06,11/20/2015 14:06,0 days 00:00:02.000000000,maintenance,description anonymised
21,198,11/20/2015 14:06,11/20/2015 14:06,0 days 00:00:01.000000000,ok,description anonymised
21,25,11/20/2015 14:06,11/20/2015 14:08,0 days 00:02:01.000000000,test,description anonymised
21,45,11/20/2015 14:06,11/20/2015 14:10,0 days 00:04:04.000000000,test,description anonymised
21,30,11/20/2015 14:06,11/20/2015 14:08,0 days 00:02:01.000000000,test,description anonymised
21,171,11/20/2015 14:06,11/20/2015 14:07,0 days 00:00:29.000000000,ok,description anonymised
21,171,11/20/2015 14:07,11/20/2015 14:07,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/20/2015 14:08,11/20/2015 14:08,0 days 00:00:01.000000000,ok,description anonymised
21,171,11/20/2015 14:08,11/20/2015 14:08,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/20/2015 14:08,11/20/2015 14:09,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/20/2015 14:09,11/20/2015 14:09,0 days 00:00:30.000000000,ok,description anonymised
21,82,11/20/2015 14:10,11/21/2015 11:47,0 days 21:37:03.000000000,ok,description anonymised
21,171,11/20/2015 14:10,11/20/2015 14:10,0 days 00:00:30.000000000,ok,description anonymised
21,207,11/20/2015 14:10,11/21/2015 11:47,0 days 21:37:03.000000000,ok,description anonymised
21,97,11/20/2015 14:10,11/20/2015 14:12,0 days 00:01:34.000000000,ok,description anonymised
21,9,11/20/2015 14:12,11/20/2015 14:14,0 days 00:01:59.000000000,ok,description anonymised
21,84,11/20/2015 14:14,11/21/2015 10:53,0 days 20:39:16.000000000,ok,description anonymised
21,101,11/21/2015 1:12,11/21/2015 1:14,0 days 00:01:47.000000000,ok,description anonymised
22,101,11/21/2015 1:12,11/21/2015 1:14,0 days 00:01:47.000000000,ok,description anonymised
22,196,11/21/2015 1:14,11/21/2015 1:14,0 days 00:00:05.000000000,ok,description anonymised
21,196,11/21/2015 1:14,11/21/2015 1:14,0 days 00:00:05.000000000,ok,description anonymised
21,101,11/21/2015 1:16,11/21/2015 1:18,0 days 00:01:50.000000000,ok,description anonymised
22,101,11/21/2015 1:16,11/21/2015 1:18,0 days 00:01:50.000000000,ok,description anonymised
22,196,11/21/2015 1:18,11/21/2015 1:18,0 days 00:00:05.000000000,ok,description anonymised
21,196,11/21/2015 1:18,11/21/2015 1:18,0 days 00:00:05.000000000,ok,description anonymised
22,101,11/21/2015 1:20,11/21/2015 7:36,0 days 06:16:31.000000000,ok,description anonymised
21,101,11/21/2015 1:20,11/21/2015 7:36,0 days 06:16:31.000000000,ok,description anonymised
22,196,11/21/2015 7:36,11/21/2015 7:37,0 days 00:00:05.000000000,ok,description anonymised
21,196,11/21/2015 7:36,11/21/2015 7:37,0 days 00:00:05.000000000,ok,description anonymised
21,9,11/21/2015 10:53,11/21/2015 10:58,0 days 00:05:12.000000000,ok,description anonymised
22,9,11/21/2015 10:58,11/21/2015 11:05,0 days 00:06:41.000000000,ok,description anonymised
21,84,11/21/2015 10:58,11/21/2015 11:05,0 days 00:06:52.000000000,ok,description anonymised
22,84,11/21/2015 11:05,11/21/2015 13:20,0 days 02:15:26.000000000,ok,description anonymised
21,9,11/21/2015 11:05,11/21/2015 11:07,0 days 00:01:52.000000000,ok,description anonymised
21,84,11/21/2015 11:07,11/21/2015 11:47,0 days 00:39:48.000000000,ok,description anonymised
21,501,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:09.000000000,fault_pt,description anonymised pitch axis 2
21,113,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:09.000000000,fault_pt,description anonymised
21,68,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:09.000000000,fault_pt,description anonymised
21,177,11/21/2015 11:47,11/21/2015 11:57,0 days 00:10:38.000000000,test,description anonymised
21,302,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:04.000000000,fault_pt,description anonymised pitch axis 3
21,300,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:04.000000000,fault_pt,description anonymised pitch axis 1
21,55,11/21/2015 11:47,11/21/2015 11:57,0 days 00:10:37.000000000,ok,description anonymised
21,15,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:07.000000000,maintenance,description anonymised
21,25,11/21/2015 11:47,11/21/2015 11:56,0 days 00:09:37.000000000,test,description anonymised
21,170,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,fault_pt,description anonymised
21,601,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,170,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,fault_pt,description anonymised
21,198,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,ok,description anonymised
21,170,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,fault_pt,description anonymised
21,601,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,112,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,fault_pt,description anonymised
21,112,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,fault_pt,description anonymised
21,601,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
21,144,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,fault_pt,description anonymised
21,112,11/21/2015 11:47,11/21/2015 11:47,0 days 00:00:00.000000000,fault_pt,description anonymised
21,30,11/21/2015 11:47,11/21/2015 11:56,0 days 00:09:37.000000000,test,description anonymised
21,198,11/21/2015 11:56,11/21/2015 11:56,0 days 00:00:00.000000000,ok,description anonymised
21,15,11/21/2015 11:56,11/21/2015 11:56,0 days 00:00:01.000000000,maintenance,description anonymised
21,30,11/21/2015 11:56,11/21/2015 11:56,0 days 00:00:00.000000000,test,description anonymised
21,25,11/21/2015 11:56,11/21/2015 11:56,0 days 00:00:00.000000000,test,description anonymised
21,45,11/21/2015 11:57,11/21/2015 12:01,0 days 00:04:06.000000000,test,description anonymised
21,171,11/21/2015 11:57,11/21/2015 11:58,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/21/2015 11:58,11/21/2015 11:59,0 days 00:00:29.000000000,ok,description anonymised
21,171,11/21/2015 11:59,11/21/2015 11:59,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/21/2015 11:59,11/21/2015 11:59,0 days 00:00:01.000000000,ok,description anonymised
21,171,11/21/2015 11:59,11/21/2015 12:00,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/21/2015 12:00,11/21/2015 12:01,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/21/2015 12:01,11/21/2015 12:01,0 days 00:00:30.000000000,ok,description anonymised
21,171,11/21/2015 12:01,11/21/2015 12:02,0 days 00:00:30.000000000,ok,description anonymised
21,207,11/21/2015 12:01,11/27/2015 6:11,5 days 18:09:41.000000000,ok,description anonymised
21,82,11/21/2015 12:01,11/27/2015 6:11,5 days 18:09:40.000000000,ok,description anonymised
21,97,11/21/2015 12:02,11/21/2015 12:03,0 days 00:01:00.000000000,ok,description anonymised
21,9,11/21/2015 12:03,11/21/2015 12:05,0 days 00:01:58.000000000,ok,description anonymised
21,84,11/21/2015 12:05,11/21/2015 17:13,0 days 05:08:21.000000000,ok,description anonymised
22,144,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:08.000000000,fault_pt,description anonymised
22,502,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:08.000000000,fault_pt,description anonymised pitch axis 3
22,601,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:07.000000000,fault_pt,description anonymised pitch axis 2
22,113,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:03.000000000,fault_pt,description anonymised
22,68,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:03.000000000,fault_pt,description anonymised
22,600,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,198,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:01.000000000,ok,description anonymised
22,170,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised
22,601,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,15,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:07.000000000,maintenance,description anonymised
22,170,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised
22,82,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,ok,description anonymised
22,82,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,ok,description anonymised
22,601,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,600,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,112,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised
22,502,11/21/2015 13:20,11/21/2015 13:44,0 days 00:23:29.000000000,fault_pt,description anonymised pitch axis 3
22,600,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,109,11/21/2015 13:20,11/21/2015 13:44,0 days 00:23:29.000000000,fault_pt,description anonymised
22,177,11/21/2015 13:20,11/21/2015 13:44,0 days 00:23:29.000000000,test,description anonymised
22,601,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,112,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised
22,170,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised
22,82,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,ok,description anonymised
22,45,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:01.000000000,test,description anonymised
22,112,11/21/2015 13:20,11/21/2015 13:20,0 days 00:00:00.000000000,fault_pt,description anonymised
22,300,11/21/2015 13:20,11/21/2015 13:44,0 days 00:23:24.000000000,fault_pt,description anonymised pitch axis 1
22,301,11/21/2015 13:20,11/21/2015 13:44,0 days 00:23:24.000000000,fault_pt,description anonymised pitch axis 2
22,55,11/21/2015 13:20,11/21/2015 13:44,0 days 00:23:23.000000000,ok,description anonymised
22,45,11/21/2015 13:44,11/21/2015 13:48,0 days 00:04:05.000000000,test,description anonymised
22,30,11/21/2015 13:44,11/21/2015 13:46,0 days 00:02:02.000000000,test,description anonymised
22,25,11/21/2015 13:44,11/21/2015 13:46,0 days 00:02:02.000000000,test,description anonymised
22,15,11/21/2015 13:44,11/21/2015 13:44,0 days 00:00:07.000000000,maintenance,description anonymised
22,198,11/21/2015 13:44,11/21/2015 13:44,0 days 00:00:00.000000000,ok,description anonymised
22,171,11/21/2015 13:45,11/21/2015 13:45,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/21/2015 13:45,11/21/2015 13:46,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/21/2015 13:46,11/21/2015 13:46,0 days 00:00:01.000000000,ok,description anonymised
22,171,11/21/2015 13:46,11/21/2015 13:46,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/21/2015 13:47,11/21/2015 13:47,0 days 00:00:30.000000000,ok,description anonymised
22,171,11/21/2015 13:47,11/21/2015 13:48,0 days 00:00:30.000000000,ok,description anonymised
22,82,11/21/2015 13:48,11/22/2015 11:26,0 days 21:38:31.000000000,ok,description anonymised
22,171,11/21/2015 13:48,11/21/2015 13:48,0 days 00:00:30.000000000,ok,description anonymised
22,207,11/21/2015 13:48,11/22/2015 11:26,0 days 21:38:31.000000000,ok,description anonymised
22,97,11/21/2015 13:48,11/21/2015 13:50,0 days 00:01:04.000000000,ok,description anonymised
22,9,11/21/2015 13:50,11/21/2015 13:51,0 days 00:01:52.000000000,ok,description anonymised
22,84,11/21/2015 13:51,11/22/2015 3:25,0 days 13:33:14.000000000,ok,description anonymised
21,9,11/21/2015 17:13,11/21/2015 17:16,0 days 00:02:22.000000000,ok,description anonymised
21,84,11/21/2015 17:16,11/22/2015 3:31,0 days 10:15:28.000000000,ok,description anonymised
22,9,11/22/2015 3:25,11/22/2015 3:26,0 days 00:01:50.000000000,ok,description anonymised
22,84,11/22/2015 3:26,11/22/2015 5:36,0 days 02:09:11.000000000,ok,description anonymised
21,9,11/22/2015 3:31,11/22/2015 3:33,0 days 00:01:27.000000000,ok,description anonymised
21,84,11/22/2015 3:33,11/22/2015 5:32,0 days 01:59:20.000000000,ok,description anonymised
21,9,11/22/2015 5:32,11/22/2015 5:35,0 days 00:03:26.000000000,ok,description anonymised
21,84,11/22/2015 5:35,11/22/2015 5:42,0 days 00:06:54.000000000,ok,description anonymised
22,9,11/22/2015 5:36,11/22/2015 5:38,0 days 00:01:55.000000000,ok,description anonymised
22,84,11/22/2015 5:38,11/22/2015 5:40,0 days 00:02:36.000000000,ok,description anonymised
22,9,11/22/2015 5:40,11/22/2015 5:50,0 days 00:09:41.000000000,ok,description anonymised
21,9,11/22/2015 5:42,11/22/2015 5:48,0 days 00:05:28.000000000,ok,description anonymised
21,84,11/22/2015 5:48,11/22/2015 6:09,0 days 00:20:59.000000000,ok,description anonymised
22,84,11/22/2015 5:50,11/22/2015 6:02,0 days 00:12:15.000000000,ok,description anonymised
22,9,11/22/2015 6:02,11/22/2015 6:04,0 days 00:02:00.000000000,ok,description anonymised
22,84,11/22/2015 6:04,11/22/2015 6:05,0 days 00:00:38.000000000,ok,description anonymised
22,9,11/22/2015 6:05,11/22/2015 6:06,0 days 00:01:29.000000000,ok,description anonymised
22,84,11/22/2015 6:06,11/22/2015 8:23,0 days 02:16:54.000000000,ok,description anonymised
21,9,11/22/2015 6:09,11/22/2015 6:12,0 days 00:02:58.000000000,ok,description anonymised
21,84,11/22/2015 6:12,11/22/2015 8:28,0 days 02:16:10.000000000,ok,description anonymised
22,9,11/22/2015 8:23,11/22/2015 8:29,0 days 00:06:15.000000000,ok,description anonymised
21,9,11/22/2015 8:28,11/22/2015 8:34,0 days 00:06:18.000000000,ok,description anonymised
22,84,11/22/2015 8:29,11/22/2015 11:26,0 days 02:57:07.000000000,ok,description anonymised
21,84,11/22/2015 8:34,11/22/2015 9:32,0 days 00:57:41.000000000,ok,description anonymised
21,9,11/22/2015 9:32,11/22/2015 9:33,0 days 00:01:28.000000000,ok,description anonymised
21,84,11/22/2015 9:33,11/22/2015 19:18,0 days 09:44:42.000000000,ok,description anonymised
22,501,11/22/2015 11:26,11/22/2015 11:27,0 days 00:00:09.000000000,fault_pt,description anonymised pitch axis 2
22,144,11/22/2015 11:26,11/22/2015 11:27,0 days 00:00:09.000000000,fault_pt,description anonymised
22,600,11/22/2015 11:26,11/22/2015 11:27,0 days 00:00:08.000000000,fault_pt,description anonymised pitch axis 1
22,68,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:04.000000000,fault_pt,description anonymised
22,113,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:04.000000000,fault_pt,description anonymised
22,15,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:07.000000000,maintenance,description anonymised
22,600,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,112,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:01.000000000,fault_pt,description anonymised
22,601,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:01.000000000,fault_pt,description anonymised pitch axis 2
22,82,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,ok,description anonymised
22,198,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:01.000000000,ok,description anonymised
22,170,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:01.000000000,fault_pt,description anonymised
22,112,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,fault_pt,description anonymised
22,601,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,170,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,fault_pt,description anonymised
22,600,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,600,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,177,11/22/2015 11:27,11/22/2015 11:38,0 days 00:10:55.000000000,test,description anonymised
22,112,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,fault_pt,description anonymised
22,45,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:01.000000000,test,description anonymised
22,109,11/22/2015 11:27,11/22/2015 11:38,0 days 00:10:54.000000000,fault_pt,description anonymised
22,82,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,ok,description anonymised
22,82,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,ok,description anonymised
22,170,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,fault_pt,description anonymised
22,601,11/22/2015 11:27,11/22/2015 11:27,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,501,11/22/2015 11:27,11/22/2015 11:38,0 days 00:10:53.000000000,fault_pt,description anonymised pitch axis 2
22,502,11/22/2015 11:27,11/22/2015 11:38,0 days 00:10:52.000000000,fault_pt,description anonymised pitch axis 3
