,Unnamed: 0,Turbine_ID,Timestamp,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg
35084,202160,T06,2016-09-13T03:20:00+00:00,1568.0,1223.6,1277.0,61.6,43,53,55,51
35085,82443,T06,2016-09-13T03:30:00+00:00,1285.2,1223.9,1248.6,11.5,43,54,55,51
35086,191262,T06,2016-09-13T03:40:00+00:00,1257.6,139.2,377.4,339.4,44,53,55,51
35087,202163,T06,2016-09-13T03:50:00+00:00,280.1,210.0,248.4,14.4,43,51,54,49
35088,155491,T06,2016-09-13T04:00:00+00:00,289.4,189.3,236.8,23.7,43,49,51,47
35089,177119,T06,2016-09-13T04:10:00+00:00,260.5,178.5,233.2,18.7,42,47,49,45
35090,136805,T06,2016-09-13T04:20:00+00:00,1354.7,225.8,669.8,478.6,40,45,47,44
35091,141923,T06,2016-09-13T04:30:00+00:00,1360.8,219.5,1020.6,390.7,39,45,46,43
35092,191266,T06,2016-09-13T04:40:00+00:00,1286.1,1222.9,1249.7,9.3,39,45,47,44
35093,92505,T06,2016-09-13T04:50:00+00:00,1267.4,1234.1,1248.7,6.1,39,46,48,46
35094,183473,T06,2016-09-13T05:00:00+00:00,1448.8,1233.1,1275.8,42.8,39,48,50,47
35095,152446,T06,2016-09-13T05:10:00+00:00,1322.1,1220.1,1255.6,15.9,40,49,51,48
35096,152448,T06,2016-09-13T05:20:00+00:00,1335.6,1227.7,1262.3,19.1,41,50,52,49
35097,90036,T06,2016-09-13T05:30:00+00:00,1279.1,1226.0,1250.1,11.2,41,52,53,50
35098,130651,T06,2016-09-13T05:40:00+00:00,1282.8,1230.1,1254.5,11.8,42,52,54,50
35099,74450,T06,2016-09-13T05:50:00+00:00,1409.7,1221.8,1263.6,33.4,43,53,55,51
35100,191268,T06,2016-09-13T06:00:00+00:00,1356.2,1225.0,1257.8,19.6,43,54,56,52
35101,152457,T06,2016-09-13T06:10:00+00:00,1300.6,1216.6,1251.8,13.7,44,55,56,52
35102,183480,T06,2016-09-13T06:20:00+00:00,1286.9,1214.2,1250.7,12.6,44,55,57,53
35103,199166,T06,2016-09-13T06:30:00+00:00,1269.6,77.1,1135.6,329.7,44,55,57,53
35104,152462,T06,2016-09-13T06:40:00+00:00,1357.3,90.5,949.0,434.6,44,55,57,52
35105,183488,T06,2016-09-13T06:50:00+00:00,1354.8,253.8,1054.7,365.5,44,54,56,51
35106,199169,T06,2016-09-13T07:00:00+00:00,1376.3,258.4,986.0,405.2,44,52,54,50
35107,152464,T06,2016-09-13T07:10:00+00:00,1272.8,1227.1,1249.1,8.6,43,52,53,50
35108,92516,T06,2016-09-13T07:20:00+00:00,1277.2,1229.0,1250.1,8.9,43,52,54,51
35109,191274,T06,2016-09-13T07:30:00+00:00,1277.0,1227.6,1248.9,8.8,43,53,54,51
35110,183491,T06,2016-09-13T07:40:00+00:00,1364.2,252.4,1160.4,264.2,43,53,55,51
35111,183494,T06,2016-09-13T07:50:00+00:00,1287.4,1223.7,1253.2,11.0,43,53,55,51
35112,152469,T06,2016-09-13T08:00:00+00:00,1318.5,1228.2,1259.4,16.2,43,54,55,52
35113,141948,T06,2016-09-13T08:10:00+00:00,1421.3,1229.2,1267.2,31.9,44,55,56,53
35114,191277,T06,2016-09-13T08:20:00+00:00,1353.2,1230.5,1260.7,19.4,44,55,57,53
35115,82478,T06,2016-09-13T08:30:00+00:00,1266.5,1230.0,1248.9,5.7,44,56,57,53
35116,92534,T06,2016-09-13T08:40:00+00:00,1283.1,1228.4,1251.4,8.9,44,56,57,54
35117,188704,T06,2016-09-13T08:50:00+00:00,1341.9,1228.0,1265.4,20.3,45,56,58,54
35118,188709,T06,2016-09-13T09:00:00+00:00,1313.9,1229.2,1258.4,17.2,45,57,58,54
35119,92538,T06,2016-09-13T09:10:00+00:00,1296.2,1225.4,1253.4,12.5,45,57,58,55
35120,92540,T06,2016-09-13T09:20:00+00:00,1320.5,1224.3,1257.7,17.5,45,57,59,55
35121,199181,T06,2016-09-13T09:30:00+00:00,1412.6,1226.9,1275.4,35.6,45,58,59,55
35122,152476,T06,2016-09-13T09:40:00+00:00,1578.1,1224.7,1327.9,79.6,46,58,60,56
35123,183508,T06,2016-09-13T09:50:00+00:00,1443.2,1224.6,1322.1,55.7,46,59,60,56
35124,152481,T06,2016-09-13T10:00:00+00:00,1625.4,1229.7,1417.5,89.6,46,59,61,57
35125,191288,T06,2016-09-13T10:10:00+00:00,1639.1,1246.8,1471.2,102.1,47,60,62,58
35126,183509,T06,2016-09-13T10:20:00+00:00,1650.2,1303.7,1500.2,82.8,47,61,63,59
35127,199187,T06,2016-09-13T10:30:00+00:00,1639.9,1291.8,1496.2,90.6,48,62,64,60
35128,152482,T06,2016-09-13T10:40:00+00:00,1671.6,1305.4,1505.3,102.7,49,63,65,61
35129,191293,T06,2016-09-13T10:50:00+00:00,1664.9,1284.5,1516.6,92.5,49,64,65,61
35130,92552,T06,2016-09-13T11:00:00+00:00,1654.7,1294.0,1536.5,82.1,50,64,66,62
35131,36528,T06,2016-09-13T11:10:00+00:00,1693.7,1343.3,1584.4,79.9,50,65,67,63
35132,23625,T06,2016-09-13T11:20:00+00:00,1692.3,1412.0,1622.2,66.0,50,67,69,64
35133,136819,T06,2016-09-13T11:30:00+00:00,1691.0,1267.7,1605.9,111.8,51,70,72,65
35134,199192,T06,2016-09-13T11:40:00+00:00,1686.0,1287.2,1599.4,96.1,51,70,72,66
35135,92553,T06,2016-09-13T11:50:00+00:00,1707.1,1539.5,1654.3,27.9,52,71,74,68
35136,74469,T06,2016-09-13T12:00:00+00:00,1696.7,1484.6,1654.5,35.4,53,74,77,70
35137,152497,T06,2016-09-13T12:10:00+00:00,1720.1,1573.6,1670.0,16.2,53,78,80,72
35138,74471,T06,2016-09-13T12:20:00+00:00,1724.3,1491.0,1640.8,41.6,55,81,83,75
35139,191299,T06,2016-09-13T12:30:00+00:00,1702.7,1557.2,1660.1,22.7,56,81,84,76
35140,177145,T06,2016-09-13T12:40:00+00:00,1701.2,1510.9,1642.3,39.1,56,83,85,77
35141,199194,T06,2016-09-13T12:50:00+00:00,1700.0,1394.6,1639.3,48.1,57,82,84,77
35142,36538,T06,2016-09-13T13:00:00+00:00,1730.3,1530.9,1674.1,25.9,58,85,87,79
35143,130667,T06,2016-09-13T13:10:00+00:00,1736.4,1618.9,1671.7,17.1,59,90,92,83
35144,82502,T06,2016-09-13T13:20:00+00:00,1734.3,1529.8,1669.9,30.6,60,92,95,85
35145,199197,T06,2016-09-13T13:30:00+00:00,1745.1,1624.1,1674.7,19.4,62,97,100,88
35146,191306,T06,2016-09-13T13:40:00+00:00,1743.0,1587.8,1674.5,21.9,64,99,102,90
35147,90058,T06,2016-09-13T13:50:00+00:00,1745.2,1616.5,1680.7,18.8,66,103,105,93
35148,141971,T06,2016-09-13T14:00:00+00:00,1764.0,1617.1,1681.1,19.5,68,106,108,95
35149,92561,T06,2016-09-13T14:10:00+00:00,1743.1,1618.0,1681.0,18.1,69,108,111,98
35150,199202,T06,2016-09-13T14:20:00+00:00,1763.8,1487.7,1668.6,37.0,71,110,113,99
35151,36545,T06,2016-09-13T14:30:00+00:00,1746.3,1600.7,1678.3,21.2,72,110,113,100
35152,152515,T06,2016-09-13T14:40:00+00:00,1725.5,1621.3,1669.3,21.1,73,111,114,100
35153,92563,T06,2016-09-13T14:50:00+00:00,1747.9,1617.4,1678.4,20.2,73,110,113,100
35154,191311,T06,2016-09-13T15:00:00+00:00,1758.0,1634.0,1678.6,18.4,73,113,115,102
35155,82517,T06,2016-09-13T15:10:00+00:00,1686.9,1500.2,1640.2,35.5,74,109,112,99
35156,136838,T06,2016-09-13T15:20:00+00:00,1698.2,1511.6,1652.0,30.6,73,102,105,95
35157,92567,T06,2016-09-13T15:30:00+00:00,1683.7,1490.4,1633.3,40.8,72,98,101,92
35158,152520,T06,2016-09-13T15:40:00+00:00,1684.2,1520.4,1620.3,34.2,70,93,97,88
35159,141978,T06,2016-09-13T15:50:00+00:00,1708.1,1396.6,1620.6,60.6,67,91,95,86
35160,152524,T06,2016-09-13T16:00:00+00:00,1671.5,1282.3,1474.9,89.9,65,89,92,82
35161,23641,T06,2016-09-13T16:10:00+00:00,1403.7,1228.1,1269.2,31.0,62,84,85,77
35162,130675,T06,2016-09-13T16:20:00+00:00,1270.5,1220.6,1249.8,10.4,60,79,81,74
35163,136844,T06,2016-09-13T16:30:00+00:00,1277.6,1229.1,1249.1,8.4,57,76,77,71
35164,36552,T06,2016-09-13T16:40:00+00:00,1294.0,1217.9,1251.7,12.7,55,73,74,68
35165,74495,T06,2016-09-13T16:50:00+00:00,1353.8,1225.9,1254.0,16.2,54,71,72,66
35166,191321,T06,2016-09-13T17:00:00+00:00,1495.8,1219.5,1289.6,67.4,52,69,70,65
35167,152531,T06,2016-09-13T17:10:00+00:00,1269.6,1227.5,1248.4,8.0,51,67,68,63
35168,136849,T06,2016-09-13T17:20:00+00:00,1411.4,1229.3,1291.6,48.7,50,65,66,62
35169,82528,T06,2016-09-13T17:30:00+00:00,1537.8,1268.7,1366.2,60.6,50,65,66,61
35170,23652,T06,2016-09-13T17:40:00+00:00,1391.0,1233.1,1269.1,35.5,49,64,65,60
35171,74498,T06,2016-09-13T17:50:00+00:00,1275.8,1235.0,1251.5,7.4,48,63,64,59
35172,36554,T06,2016-09-13T18:00:00+00:00,1282.6,1226.1,1250.4,8.7,48,62,63,58
35173,152538,T06,2016-09-13T18:10:00+00:00,1358.0,1233.8,1261.1,17.5,48,61,62,58
35174,191325,T06,2016-09-13T18:20:00+00:00,1336.8,1225.3,1265.8,22.4,48,61,62,58
35175,90075,T06,2016-09-13T18:30:00+00:00,1389.7,1224.9,1267.7,28.3,47,60,61,57
35176,136854,T06,2016-09-13T18:40:00+00:00,1387.1,1241.9,1296.2,33.4,47,60,61,57
35177,136856,T06,2016-09-13T18:50:00+00:00,1483.0,1232.2,1338.5,58.7,47,60,61,57
35178,136858,T06,2016-09-13T19:00:00+00:00,1449.3,1237.7,1301.4,54.8,47,60,60,57
35179,141981,T06,2016-09-13T19:10:00+00:00,1503.6,1223.7,1294.8,58.5,47,60,60,57
35180,36560,T06,2016-09-13T19:20:00+00:00,1422.2,1226.7,1288.0,42.0,47,60,60,57
35181,152546,T06,2016-09-13T19:30:00+00:00,1500.8,1229.0,1283.3,46.4,47,59,59,56
35182,199230,T06,2016-09-13T19:40:00+00:00,1502.2,1225.3,1297.6,47.0,47,59,59,56
35183,199232,T06,2016-09-13T19:50:00+00:00,1530.9,1221.9,1323.8,68.6,47,59,59,56
35184,29819,T06,2016-09-13T20:00:00+00:00,1525.5,1236.1,1333.5,74.9,47,59,59,56
35185,183558,T06,2016-09-13T20:10:00+00:00,1540.7,1228.0,1334.3,77.5,46,59,60,57
35186,130703,T06,2016-09-13T20:20:00+00:00,1553.4,1230.6,1318.0,72.5,46,59,59,56
35187,82551,T06,2016-09-13T20:30:00+00:00,1592.5,1250.5,1425.2,95.2,46,59,60,57
35188,82552,T06,2016-09-13T20:40:00+00:00,1543.3,1236.1,1295.1,68.4,46,60,60,57
35189,191339,T06,2016-09-13T20:50:00+00:00,1279.2,1230.5,1252.7,8.4,46,59,59,56
35190,82553,T06,2016-09-13T21:00:00+00:00,1270.8,1239.6,1252.3,7.1,46,58,58,56
35191,36568,T06,2016-09-13T21:10:00+00:00,1277.9,1233.8,1250.1,7.3,46,58,58,55
35192,199237,T06,2016-09-13T21:20:00+00:00,1268.8,1229.8,1248.9,6.1,46,58,58,55
35193,92582,T06,2016-09-13T21:30:00+00:00,1282.6,1225.9,1251.9,12.0,46,57,57,55
35194,92584,T06,2016-09-13T21:40:00+00:00,1277.7,1225.6,1249.5,9.3,46,57,57,54
35195,137037,T06,2016-09-13T21:50:00+00:00,1278.7,1227.1,1249.4,8.7,45,57,57,54
35196,137039,T06,2016-09-13T22:00:00+00:00,1276.8,1225.2,1249.2,7.0,45,56,56,54
35197,176841,T06,2016-09-13T22:10:00+00:00,1273.7,1222.8,1249.1,10.5,45,56,56,54
35198,82746,T06,2016-09-13T22:20:00+00:00,1284.4,1224.7,1248.8,8.8,45,56,56,54
35199,82750,T06,2016-09-13T22:30:00+00:00,1270.4,1224.0,1248.2,8.1,45,56,56,53
35200,191346,T06,2016-09-13T22:40:00+00:00,1251.2,216.4,308.0,187.5,45,54,55,52
35201,92591,T06,2016-09-13T22:50:00+00:00,300.6,240.3,268.7,15.9,44,52,54,50
35202,176847,T06,2016-09-13T23:00:00+00:00,1342.6,249.1,624.4,455.9,43,50,51,48
35203,92594,T06,2016-09-13T23:10:00+00:00,1380.2,235.1,802.7,472.2,42,48,50,47
35204,90085,T06,2016-09-13T23:20:00+00:00,1352.0,255.9,1153.6,263.2,41,48,51,47
35205,188759,T06,2016-09-13T23:30:00+00:00,1383.2,227.1,1046.6,380.8,41,48,51,46
35206,199249,T06,2016-09-13T23:40:00+00:00,1280.1,1234.4,1251.5,9.1,40,48,51,47
35207,90095,T06,2016-09-13T23:50:00+00:00,1272.6,1216.5,1249.1,9.4,41,49,52,48
35208,82760,T06,2016-09-14T00:00:00+00:00,1263.0,253.5,1140.8,300.0,41,50,53,49
35209,152566,T06,2016-09-14T00:10:00+00:00,280.1,205.7,243.7,18.1,42,50,53,48
35210,130382,T06,2016-09-14T00:20:00+00:00,1367.1,252.5,861.7,463.0,41,48,52,47
35211,176855,T06,2016-09-14T00:30:00+00:00,1268.6,1220.0,1250.1,10.4,41,48,51,47
35212,92601,T06,2016-09-14T00:40:00+00:00,1334.8,1235.7,1262.2,18.9,41,49,52,48
35213,92602,T06,2016-09-14T00:50:00+00:00,1419.4,1230.6,1289.1,41.8,41,51,54,49
35214,130387,T06,2016-09-14T01:00:00+00:00,1375.1,1239.7,1281.3,27.1,42,52,55,50
35215,82769,T06,2016-09-14T01:10:00+00:00,1370.0,1239.9,1280.5,25.1,42,53,56,51
35216,176861,T06,2016-09-14T01:20:00+00:00,1446.8,1236.2,1279.5,39.3,43,54,57,52
35217,142008,T06,2016-09-14T01:30:00+00:00,1475.1,1241.8,1331.8,50.8,43,55,58,53
35218,92603,T06,2016-09-14T01:40:00+00:00,1310.3,1222.6,1251.3,11.5,44,56,59,53
35219,152574,T06,2016-09-14T01:50:00+00:00,1272.3,1223.2,1249.1,8.2,44,56,59,54
35220,142015,T06,2016-09-14T02:00:00+00:00,1277.0,1216.0,1248.9,11.0,45,56,59,54
35221,199262,T06,2016-09-14T02:10:00+00:00,1265.7,27.1,910.5,419.0,45,56,59,53
35222,142022,T06,2016-09-14T02:20:00+00:00,1024.9,33.4,268.7,245.7,45,54,57,52
35223,130393,T06,2016-09-14T02:30:00+00:00,274.7,163.3,216.9,28.8,44,52,55,49
35224,36609,T06,2016-09-14T02:40:00+00:00,304.8,145.6,226.2,33.0,43,49,53,47
35225,191374,T06,2016-09-14T02:50:00+00:00,301.7,205.9,250.6,22.9,42,47,50,46
35226,36613,T06,2016-09-14T03:00:00+00:00,1408.7,97.4,385.5,405.5,41,46,48,44
35227,137078,T06,2016-09-14T03:10:00+00:00,1282.4,220.2,1205.1,144.7,39,45,46,44
35228,152579,T06,2016-09-14T03:20:00+00:00,1393.1,0.0,554.3,567.1,39,45,46,43
35229,188780,T06,2016-09-14T03:30:00+00:00,1279.0,1233.1,1249.8,7.6,38,45,46,44
35230,152581,T06,2016-09-14T03:40:00+00:00,1267.4,206.3,1100.2,351.9,38,46,47,45
35231,137086,T06,2016-09-14T03:50:00+00:00,301.3,245.4,273.6,14.7,38,46,47,44
35232,152583,T06,2016-09-14T04:00:00+00:00,1374.2,295.9,931.0,435.5,38,45,46,43
35233,176866,T06,2016-09-14T04:10:00+00:00,1261.6,1237.7,1249.6,4.2,38,45,46,44
35234,30107,T06,2016-09-14T04:20:00+00:00,1257.7,1233.7,1248.7,3.7,38,46,47,45
35235,191383,T06,2016-09-14T04:30:00+00:00,1260.2,202.1,867.8,487.6,38,47,48,46
35236,92614,T06,2016-09-14T04:40:00+00:00,203.5,122.4,165.4,22.6,39,46,48,44
35237,30113,T06,2016-09-14T04:50:00+00:00,220.0,169.0,202.5,12.4,38,45,46,43
35238,82784,T06,2016-09-14T05:00:00+00:00,310.3,215.0,259.6,26.1,37,43,44,41
35239,30117,T06,2016-09-14T05:10:00+00:00,320.9,272.0,293.7,11.8,37,41,43,39
35240,176868,T06,2016-09-14T05:20:00+00:00,308.4,268.8,286.6,10.0,36,40,41,38
35241,130398,T06,2016-09-14T05:30:00+00:00,297.1,244.4,262.8,13.0,35,38,40,37
35242,176870,T06,2016-09-14T05:40:00+00:00,322.7,240.1,279.2,18.5,34,37,38,36
35243,36630,T06,2016-09-14T05:50:00+00:00,1069.5,259.7,321.5,106.9,33,36,37,35
35244,199278,T06,2016-09-14T06:00:00+00:00,1365.5,1087.3,1249.4,20.4,33,36,37,36
35245,130403,T06,2016-09-14T06:10:00+00:00,1262.9,1230.6,1249.0,5.0,33,37,39,37
35246,137105,T06,2016-09-14T06:20:00+00:00,1260.5,1236.9,1248.9,4.6,33,39,41,39
35247,92621,T06,2016-09-14T06:30:00+00:00,1263.8,1228.5,1248.5,6.5,34,41,43,40
35248,36633,T06,2016-09-14T06:40:00+00:00,1275.9,1229.5,1248.8,6.8,35,43,44,42
35249,152598,T06,2016-09-14T06:50:00+00:00,1385.4,257.5,1093.1,339.0,36,43,45,42
35250,152599,T06,2016-09-14T07:00:00+00:00,1281.8,1231.7,1249.4,9.0,36,44,46,43
35251,130405,T06,2016-09-14T07:10:00+00:00,1268.7,1232.0,1248.7,6.0,37,45,47,44
35252,82793,T06,2016-09-14T07:20:00+00:00,1357.1,98.3,696.2,467.8,37,45,47,43
35253,152605,T06,2016-09-14T07:30:00+00:00,1399.8,102.7,980.7,439.3,37,45,46,43
35254,152607,T06,2016-09-14T07:40:00+00:00,1381.7,1227.8,1259.9,23.5,37,45,46,44
35255,142048,T06,2016-09-14T07:50:00+00:00,1518.9,1209.9,1276.0,50.3,37,46,47,45
35256,30126,T06,2016-09-14T08:00:00+00:00,1481.4,1209.9,1268.5,39.6,38,47,48,46
35257,137120,T06,2016-09-14T08:10:00+00:00,1439.7,1221.2,1270.2,43.4,38,48,49,47
35258,152613,T06,2016-09-14T08:20:00+00:00,1394.7,1200.0,1277.0,32.8,38,49,50,47
35259,152617,T06,2016-09-14T08:30:00+00:00,1450.2,1208.0,1271.4,43.5,39,50,51,48
35260,199285,T06,2016-09-14T08:40:00+00:00,1298.1,1227.0,1253.8,14.1,39,51,52,48
35261,199286,T06,2016-09-14T08:50:00+00:00,1282.5,1226.3,1251.6,10.7,40,51,52,49
35262,199288,T06,2016-09-14T09:00:00+00:00,1270.4,1225.7,1249.3,7.6,40,52,53,49
35263,36638,T06,2016-09-14T09:10:00+00:00,1281.7,1224.5,1249.1,9.0,41,52,53,50
35264,188802,T06,2016-09-14T09:20:00+00:00,1266.1,1225.4,1248.8,6.1,41,52,54,50
35265,188804,T06,2016-09-14T09:30:00+00:00,1277.7,1228.0,1250.1,8.8,41,53,54,50
35266,130415,T06,2016-09-14T09:40:00+00:00,1275.6,1219.5,1250.0,9.1,41,53,54,51
35267,92636,T06,2016-09-14T09:50:00+00:00,1302.2,1225.3,1256.4,14.1,42,53,55,51
35268,142060,T06,2016-09-14T10:00:00+00:00,1332.0,1224.2,1274.8,19.9,42,54,55,51
35269,90132,T06,2016-09-14T10:10:00+00:00,1327.8,1235.4,1259.8,16.5,42,54,56,52
35270,199297,T06,2016-09-14T10:20:00+00:00,1298.1,1223.7,1252.4,11.5,42,55,56,52
35271,176891,T06,2016-09-14T10:30:00+00:00,1475.4,1229.0,1284.6,44.1,43,55,56,53
35272,82806,T06,2016-09-14T10:40:00+00:00,1593.8,1226.6,1314.1,84.2,43,55,57,53
35273,152633,T06,2016-09-14T10:50:00+00:00,1437.0,1224.0,1263.0,34.5,43,56,57,53
35274,152637,T06,2016-09-14T11:00:00+00:00,1285.0,1223.4,1250.4,9.9,44,56,57,53
35275,30142,T06,2016-09-14T11:10:00+00:00,1549.4,1229.8,1338.5,89.7,44,56,57,54
35276,142066,T06,2016-09-14T11:20:00+00:00,1550.3,1256.9,1401.9,75.7,44,57,59,55
35277,176894,T06,2016-09-14T11:30:00+00:00,1606.4,1229.0,1343.8,83.6,45,57,59,55
35278,176895,T06,2016-09-14T11:40:00+00:00,1638.8,1227.5,1482.2,126.2,45,59,61,57
35279,130429,T06,2016-09-14T11:50:00+00:00,1616.4,1230.1,1367.5,96.7,46,59,61,57
35280,36658,T06,2016-09-14T12:00:00+00:00,1628.6,1278.2,1475.3,94.4,47,60,61,58
35281,152640,T06,2016-09-14T12:10:00+00:00,1666.8,1228.8,1512.2,132.0,47,62,63,60
35282,176898,T06,2016-09-14T12:20:00+00:00,1656.6,1235.3,1451.2,137.0,48,62,63,60
35283,30151,T06,2016-09-14T12:30:00+00:00,1613.6,1220.2,1342.4,93.4,48,62,63,60
35284,82824,T06,2016-09-14T12:40:00+00:00,1636.4,1243.1,1436.2,102.7,48,62,63,60
35285,36663,T06,2016-09-14T12:50:00+00:00,1662.5,1221.2,1373.9,127.6,49,63,64,60
35286,144121,T06,2016-09-14T13:00:00+00:00,1617.4,1242.0,1442.8,126.7,49,62,64,60
35287,92646,T06,2016-09-14T13:10:00+00:00,1671.7,1233.4,1467.8,143.4,49,63,64,61
35288,36667,T06,2016-09-14T13:20:00+00:00,1665.3,1232.3,1482.1,121.5,50,64,66,62
35289,176902,T06,2016-09-14T13:30:00+00:00,1635.9,1230.9,1369.0,130.5,49,64,66,61
35290,199314,T06,2016-09-14T13:40:00+00:00,1608.5,1230.6,1319.7,72.1,49,63,65,60
35291,130437,T06,2016-09-14T13:50:00+00:00,1601.1,1230.2,1349.8,104.4,48,62,64,60
35292,92647,T06,2016-09-14T14:00:00+00:00,1616.8,1219.5,1349.3,117.4,48,62,63,59
35293,188827,T06,2016-09-14T14:10:00+00:00,1647.2,1226.5,1387.1,113.9,48,62,63,59
35294,152651,T06,2016-09-14T14:20:00+00:00,1704.6,1357.2,1596.4,68.1,48,62,64,60
35295,36674,T06,2016-09-14T14:30:00+00:00,1686.4,1225.3,1508.6,146.3,49,66,67,63
35296,142084,T06,2016-09-14T14:40:00+00:00,1689.7,1258.3,1549.4,120.6,49,66,68,63
35297,30167,T06,2016-09-14T14:50:00+00:00,1688.4,1590.6,1652.1,18.9,50,68,70,65
35298,30168,T06,2016-09-14T15:00:00+00:00,1685.0,1297.4,1578.8,84.8,51,70,72,65
35299,176909,T06,2016-09-14T15:10:00+00:00,1657.7,1269.6,1535.2,109.1,51,68,70,64
35300,36678,T06,2016-09-14T15:20:00+00:00,1682.7,1327.7,1593.7,91.4,51,68,69,64
35301,176915,T06,2016-09-14T15:30:00+00:00,1689.0,1386.8,1612.0,60.2,52,70,72,66
35302,36681,T06,2016-09-14T15:40:00+00:00,1692.2,1443.4,1620.1,44.6,52,70,72,66
35303,90161,T06,2016-09-14T15:50:00+00:00,1697.0,1546.3,1645.6,30.8,52,72,74,68
35304,191432,T06,2016-09-14T16:00:00+00:00,1708.4,1375.3,1640.8,50.4,53,75,77,70
35305,176919,T06,2016-09-14T16:10:00+00:00,1690.7,1565.0,1651.2,20.6,54,77,80,72
35306,199332,T06,2016-09-14T16:20:00+00:00,1695.9,1465.6,1626.7,47.6,55,77,80,72
35307,137151,T06,2016-09-14T16:30:00+00:00,1692.7,1418.9,1623.2,55.5,55,77,79,72
35308,144127,T06,2016-09-14T16:40:00+00:00,1697.0,1430.3,1630.7,48.8,56,77,79,72
35309,36687,T06,2016-09-14T16:50:00+00:00,1706.4,1559.9,1640.1,28.4,56,78,81,73
35310,36691,T06,2016-09-14T17:00:00+00:00,1688.0,1367.9,1612.8,61.8,56,78,81,73
35311,176923,T06,2016-09-14T17:10:00+00:00,1682.2,1387.2,1633.5,43.5,56,78,81,74
35312,144133,T06,2016-09-14T17:20:00+00:00,1692.1,1450.7,1654.6,34.5,57,80,83,75
35313,130455,T06,2016-09-14T17:30:00+00:00,1744.1,1616.9,1666.5,14.8,57,83,85,77
35314,130458,T06,2016-09-14T17:40:00+00:00,1678.6,1488.1,1620.9,41.3,58,82,85,76
35315,191439,T06,2016-09-14T17:50:00+00:00,1686.4,1511.4,1647.6,28.2,58,81,84,76
35316,137159,T06,2016-09-14T18:00:00+00:00,1685.5,1345.6,1631.2,53.3,58,81,84,76
35317,109354,T06,2016-09-14T18:10:00+00:00,1697.9,1538.1,1647.0,26.6,58,81,84,76
35318,50818,T06,2016-09-14T18:20:00+00:00,1677.3,1330.7,1608.8,66.8,58,80,83,75
35319,73113,T06,2016-09-14T18:30:00+00:00,1674.9,1383.6,1602.9,58.3,58,78,81,74
35320,152899,T06,2016-09-14T18:40:00+00:00,1680.3,1328.9,1585.8,80.3,58,77,79,73
35321,206050,T06,2016-09-14T18:50:00+00:00,1675.7,1227.6,1508.2,124.3,57,76,77,71
35322,28501,T06,2016-09-14T19:00:00+00:00,1646.6,1340.3,1530.7,70.5,56,74,76,70
35323,80961,T06,2016-09-14T19:10:00+00:00,1664.0,1246.6,1531.8,115.5,55,72,74,69
35324,206054,T06,2016-09-14T19:20:00+00:00,1637.8,1306.7,1509.3,82.2,54,72,73,68
35325,206055,T06,2016-09-14T19:30:00+00:00,1651.7,1242.8,1476.8,91.2,54,70,72,67
35326,174100,T06,2016-09-14T19:40:00+00:00,1509.5,1258.5,1351.9,63.8,53,70,70,65
35327,54405,T06,2016-09-14T19:50:00+00:00,1563.2,1236.4,1340.9,69.0,52,68,68,64
35328,206057,T06,2016-09-14T20:00:00+00:00,1525.3,1238.2,1319.7,70.0,51,67,67,63
35329,54407,T06,2016-09-14T20:10:00+00:00,1628.1,1300.5,1484.3,77.3,51,65,66,63
35330,73121,T06,2016-09-14T20:20:00+00:00,1538.4,1264.9,1401.5,79.8,50,66,66,62
35331,199512,T06,2016-09-14T20:30:00+00:00,1460.5,1224.0,1282.4,48.8,50,65,65,61
35332,54410,T06,2016-09-14T20:40:00+00:00,1457.8,1248.5,1320.3,44.1,49,63,64,60
35333,109365,T06,2016-09-14T20:50:00+00:00,1323.4,1233.1,1267.4,17.0,48,63,63,59
35334,50829,T06,2016-09-14T21:00:00+00:00,1315.1,1238.9,1261.3,11.3,48,62,62,58
35335,20657,T06,2016-09-14T21:10:00+00:00,1322.3,1235.4,1256.1,14.1,47,61,61,58
35336,109373,T06,2016-09-14T21:20:00+00:00,1261.7,1238.0,1250.3,4.8,47,60,60,57
35337,50835,T06,2016-09-14T21:30:00+00:00,1267.1,1227.8,1248.6,8.2,46,59,59,56
35338,206067,T06,2016-09-14T21:40:00+00:00,1261.7,1238.3,1249.7,4.0,46,58,59,56
35339,206071,T06,2016-09-14T21:50:00+00:00,1266.5,1237.5,1248.8,4.4,45,58,58,55
35340,80971,T06,2016-09-14T22:00:00+00:00,1261.4,1238.7,1250.1,3.8,45,57,58,55
35341,28515,T06,2016-09-14T22:10:00+00:00,1255.6,1238.9,1249.3,2.1,45,57,57,54
35342,20663,T06,2016-09-14T22:20:00+00:00,1263.2,1238.1,1249.8,4.0,44,57,57,54
35343,73133,T06,2016-09-14T22:30:00+00:00,1256.7,1240.3,1250.1,3.1,44,56,57,54
35344,156910,T06,2016-09-14T22:40:00+00:00,1259.6,1239.1,1249.6,3.8,44,56,56,53
35345,174122,T06,2016-09-14T22:50:00+00:00,1273.1,1238.0,1249.0,3.9,44,56,56,53
35346,28518,T06,2016-09-14T23:00:00+00:00,1372.2,245.0,842.9,465.2,44,54,55,52
