,Turbine_ID,Timestamp,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg
175688,T06,2016-04-14T16:50:00+00:00,1294.3,1233.2,1251.2,10.8,39,48,48,48
154730,T06,2016-04-14T17:00:00+00:00,1277.8,0.0,921.2,529.1,41,49,49,49
22507,T06,2016-04-14T17:10:00+00:00,1358.7,0.0,954.5,493.5,41,47,48,48
121908,T06,2016-04-14T17:20:00+00:00,1273.8,188.7,942.1,465.2,41,48,48,48
121910,T06,2016-04-14T17:30:00+00:00,1430.5,246.5,1185.9,225.3,41,47,48,48
116005,T06,2016-04-14T17:40:00+00:00,1262.2,92.0,842.1,475.6,41,47,48,48
22509,T06,2016-04-14T17:50:00+00:00,1376.0,755.8,1239.2,50.7,41,47,47,48
175693,T06,2016-04-14T18:00:00+00:00,1264.8,1230.0,1248.6,6.5,41,47,48,48
175696,T06,2016-04-14T18:10:00+00:00,1284.8,1228.5,1250.7,10.1,42,48,49,49
22514,T06,2016-04-14T18:20:00+00:00,1350.5,1221.0,1258.2,20.2,42,49,50,50
12912,T06,2016-04-14T18:30:00+00:00,1338.8,1232.5,1271.7,22.0,42,50,51,51
48527,T06,2016-04-14T18:40:00+00:00,1363.2,1236.3,1269.8,26.1,43,51,51,52
165530,T06,2016-04-14T18:50:00+00:00,1285.9,1231.7,1255.3,9.3,43,51,52,52
12914,T06,2016-04-14T19:00:00+00:00,1293.6,1232.6,1255.3,11.0,43,52,52,53
48535,T06,2016-04-14T19:10:00+00:00,1282.8,1229.8,1252.8,11.0,43,52,53,53
165532,T06,2016-04-14T19:20:00+00:00,1319.0,1231.0,1260.4,15.2,44,52,53,54
121920,T06,2016-04-14T19:30:00+00:00,1297.2,1235.4,1258.9,10.7,44,53,54,54
201416,T06,2016-04-14T19:40:00+00:00,1321.0,1239.3,1261.5,13.2,44,53,54,55
116012,T06,2016-04-14T19:50:00+00:00,1342.3,1243.8,1264.2,16.3,44,54,55,55
116013,T06,2016-04-14T20:00:00+00:00,1300.1,1238.7,1266.4,12.6,44,54,55,55
8693,T06,2016-04-14T20:10:00+00:00,1311.7,1235.1,1270.7,14.1,44,54,55,56
12919,T06,2016-04-14T20:20:00+00:00,1281.4,1238.7,1259.2,8.8,44,54,55,56
22525,T06,2016-04-14T20:30:00+00:00,1274.7,1241.0,1256.6,5.7,45,55,55,56
22527,T06,2016-04-14T20:40:00+00:00,1270.8,1236.4,1255.3,6.3,45,55,55,56
167327,T06,2016-04-14T20:50:00+00:00,1263.2,1235.9,1250.3,4.1,44,54,55,56
12924,T06,2016-04-14T21:00:00+00:00,1260.3,1240.6,1250.4,3.2,44,54,55,56
116020,T06,2016-04-14T21:10:00+00:00,1262.5,1241.1,1251.8,3.3,44,54,55,55
116022,T06,2016-04-14T21:20:00+00:00,1270.3,1234.7,1254.1,4.4,44,54,55,55
64688,T06,2016-04-14T21:30:00+00:00,1264.3,1238.7,1250.8,3.7,44,54,55,55
121930,T06,2016-04-14T21:40:00+00:00,1259.8,1239.8,1249.1,2.8,44,54,55,55
121932,T06,2016-04-14T21:50:00+00:00,1261.1,1237.0,1248.9,3.0,44,54,55,55
12930,T06,2016-04-14T22:00:00+00:00,1261.7,1239.9,1250.1,3.8,43,54,54,55
167336,T06,2016-04-14T22:10:00+00:00,1261.6,1236.9,1249.7,3.7,43,53,54,55
8706,T06,2016-04-14T22:20:00+00:00,1259.7,235.8,1116.3,329.9,43,53,54,54
121935,T06,2016-04-14T22:30:00+00:00,308.4,195.9,243.1,29.7,43,50,51,51
101367,T06,2016-04-14T22:40:00+00:00,232.6,175.7,201.1,17.2,42,48,49,48
121937,T06,2016-04-14T22:50:00+00:00,198.4,151.4,168.4,12.0,41,45,47,46
167340,T06,2016-04-14T23:00:00+00:00,168.2,125.3,148.3,12.5,39,43,44,43
165549,T06,2016-04-14T23:10:00+00:00,127.6,75.6,99.8,14.7,38,41,42,41
121939,T06,2016-04-14T23:20:00+00:00,152.8,88.6,133.7,16.3,37,39,41,40
154094,T06,2016-04-14T23:30:00+00:00,115.5,0.0,57.4,35.5,35,37,39,38
121941,T06,2016-04-14T23:40:00+00:00,0.0,0.0,0.0,0.0,34,35,38,36
11571,T06,2016-04-14T23:50:00+00:00,0.0,0.0,0.0,0.0,33,34,37,35
165554,T06,2016-04-15T00:00:00+00:00,0.0,0.0,0.0,0.0,32,33,35,33
121944,T06,2016-04-15T00:10:00+00:00,0.0,0.0,0.0,0.0,32,34,35,34
154098,T06,2016-04-15T00:20:00+00:00,0.0,0.0,0.0,0.0,31,35,35,35
154103,T06,2016-04-15T00:30:00+00:00,0.0,0.0,0.0,0.0,30,35,35,35
121946,T06,2016-04-15T00:40:00+00:00,0.0,0.0,0.0,0.0,30,35,35,35
22544,T06,2016-04-15T00:50:00+00:00,0.0,0.0,0.0,0.0,29,35,35,34
11583,T06,2016-04-15T01:00:00+00:00,0.0,0.0,0.0,0.0,29,35,35,34
175723,T06,2016-04-15T01:10:00+00:00,0.0,0.0,0.0,0.0,29,34,34,34
121948,T06,2016-04-15T01:20:00+00:00,0.0,0.0,0.0,0.0,28,34,34,34
116034,T06,2016-04-15T01:30:00+00:00,0.0,0.0,0.0,0.0,28,34,34,34
154110,T06,2016-04-15T01:40:00+00:00,0.0,0.0,0.0,0.0,28,34,34,33
101384,T06,2016-04-15T01:50:00+00:00,0.0,0.0,0.0,0.0,27,33,34,33
63612,T06,2016-04-15T02:00:00+00:00,0.0,0.0,0.0,0.0,27,33,33,33
200845,T06,2016-04-15T02:10:00+00:00,0.0,0.0,0.0,0.0,27,33,33,33
166979,T06,2016-04-15T02:20:00+00:00,0.0,0.0,0.0,0.0,27,33,33,33
63616,T06,2016-04-15T02:30:00+00:00,0.0,0.0,0.0,0.0,26,32,33,32
101390,T06,2016-04-15T02:40:00+00:00,0.0,0.0,0.0,0.0,26,32,33,32
175521,T06,2016-04-15T02:50:00+00:00,0.0,0.0,0.0,0.0,26,32,33,32
121956,T06,2016-04-15T03:00:00+00:00,0.0,0.0,0.0,0.0,26,32,32,32
110940,T06,2016-04-15T03:10:00+00:00,58.0,0.0,19.3,19.4,26,32,32,32
154121,T06,2016-04-15T03:20:00+00:00,0.0,0.0,0.0,0.0,26,31,32,31
101395,T06,2016-04-15T03:30:00+00:00,0.0,0.0,0.0,0.0,25,31,32,31
121962,T06,2016-04-15T03:40:00+00:00,13.8,0.0,0.3,1.8,25,31,32,31
175524,T06,2016-04-15T03:50:00+00:00,111.0,13.8,67.7,29.7,25,31,31,31
101399,T06,2016-04-15T04:00:00+00:00,22.2,0.0,0.8,3.5,25,31,31,31
110943,T06,2016-04-15T04:10:00+00:00,0.0,0.0,0.0,0.0,25,31,31,31
110944,T06,2016-04-15T04:20:00+00:00,0.0,0.0,0.0,0.0,25,30,31,30
200859,T06,2016-04-15T04:30:00+00:00,0.0,0.0,0.0,0.0,24,30,31,30
166986,T06,2016-04-15T04:40:00+00:00,0.0,0.0,0.0,0.0,24,30,31,30
121967,T06,2016-04-15T04:50:00+00:00,18.1,0.0,5.1,6.7,24,30,31,30
110948,T06,2016-04-15T05:00:00+00:00,0.0,0.0,0.0,0.0,24,30,30,30
121969,T06,2016-04-15T05:10:00+00:00,0.0,0.0,0.0,0.0,24,30,30,30
120079,T06,2016-04-15T05:20:00+00:00,0.0,0.0,0.0,0.0,24,29,30,29
120080,T06,2016-04-15T05:30:00+00:00,0.0,0.0,0.0,0.0,23,29,30,29
121971,T06,2016-04-15T05:40:00+00:00,0.0,0.0,0.0,0.0,23,29,30,29
110952,T06,2016-04-15T05:50:00+00:00,0.0,0.0,0.0,0.0,23,29,30,29
47906,T06,2016-04-15T06:00:00+00:00,0.0,0.0,0.0,0.0,23,29,29,29
175533,T06,2016-04-15T06:10:00+00:00,0.0,0.0,0.0,0.0,23,29,29,29
22364,T06,2016-04-15T06:20:00+00:00,0.0,0.0,0.0,0.0,23,29,29,29
47909,T06,2016-04-15T06:30:00+00:00,0.0,0.0,0.0,0.0,22,28,29,28
166998,T06,2016-04-15T06:40:00+00:00,0.0,0.0,0.0,0.0,22,28,29,28
110953,T06,2016-04-15T06:50:00+00:00,0.0,0.0,0.0,0.0,22,28,29,28
101412,T06,2016-04-15T07:00:00+00:00,0.0,0.0,0.0,0.0,22,28,29,28
22368,T06,2016-04-15T07:10:00+00:00,0.0,0.0,0.0,0.0,22,28,28,28
101414,T06,2016-04-15T07:20:00+00:00,0.0,0.0,0.0,0.0,22,28,28,28
101416,T06,2016-04-15T07:30:00+00:00,0.0,0.0,0.0,0.0,22,28,28,28
11615,T06,2016-04-15T07:40:00+00:00,0.0,0.0,0.0,0.0,22,27,28,27
175537,T06,2016-04-15T07:50:00+00:00,0.0,0.0,0.0,0.0,22,27,28,27
120101,T06,2016-04-15T08:00:00+00:00,0.0,0.0,0.0,0.0,21,27,28,27
121989,T06,2016-04-15T08:10:00+00:00,79.0,0.0,34.4,27.7,21,27,28,27
175541,T06,2016-04-15T08:20:00+00:00,71.1,0.0,16.9,23.2,21,27,27,27
47916,T06,2016-04-15T08:30:00+00:00,0.0,0.0,0.0,0.0,21,27,27,27
11623,T06,2016-04-15T08:40:00+00:00,17.3,0.0,3.7,6.2,21,27,27,27
101420,T06,2016-04-15T08:50:00+00:00,0.0,0.0,0.0,0.0,21,27,27,27
121993,T06,2016-04-15T09:00:00+00:00,54.3,0.0,24.9,19.8,21,26,27,26
121995,T06,2016-04-15T09:10:00+00:00,47.6,0.0,21.4,16.4,21,26,27,26
110963,T06,2016-04-15T09:20:00+00:00,0.0,0.0,0.0,0.0,21,26,27,26
175548,T06,2016-04-15T09:30:00+00:00,0.0,0.0,0.0,0.0,21,26,27,26
22378,T06,2016-04-15T09:40:00+00:00,256.2,0.0,187.4,93.5,21,26,26,26
110965,T06,2016-04-15T09:50:00+00:00,250.6,170.2,225.2,23.8,21,26,26,26
121999,T06,2016-04-15T10:00:00+00:00,205.8,161.9,180.9,10.0,21,26,26,26
63647,T06,2016-04-15T10:10:00+00:00,176.4,71.4,125.6,33.8,21,26,26,26
110969,T06,2016-04-15T10:20:00+00:00,72.6,0.0,17.0,23.2,21,26,26,26
122002,T06,2016-04-15T10:30:00+00:00,44.6,0.0,15.0,13.2,21,26,26,26
47928,T06,2016-04-15T10:40:00+00:00,20.7,0.0,4.6,6.5,21,26,26,26
110970,T06,2016-04-15T10:50:00+00:00,15.1,0.0,0.4,2.3,21,26,26,26
63649,T06,2016-04-15T11:00:00+00:00,31.1,0.0,1.1,4.7,21,26,26,26
110974,T06,2016-04-15T11:10:00+00:00,302.8,25.0,138.4,92.8,21,26,26,25
22393,T06,2016-04-15T11:20:00+00:00,1427.8,276.4,1167.7,288.9,22,27,27,26
167013,T06,2016-04-15T11:30:00+00:00,1374.2,1224.3,1270.4,29.4,25,30,30,29
110977,T06,2016-04-15T11:40:00+00:00,1516.2,1213.1,1274.6,56.8,27,33,33,33
154153,T06,2016-04-15T11:50:00+00:00,1507.5,1214.3,1268.2,41.5,29,36,36,35
63655,T06,2016-04-15T12:00:00+00:00,1490.3,1234.4,1323.6,65.3,31,39,39,38
200881,T06,2016-04-15T12:10:00+00:00,1502.5,1230.7,1313.3,56.2,33,42,42,42
101440,T06,2016-04-15T12:20:00+00:00,1466.2,1222.4,1300.2,56.0,35,45,44,45
110980,T06,2016-04-15T12:30:00+00:00,1606.7,1217.3,1308.7,80.0,37,47,47,47
175575,T06,2016-04-15T12:40:00+00:00,1575.8,1231.9,1362.4,89.2,38,49,49,50
122011,T06,2016-04-15T12:50:00+00:00,1554.1,1211.9,1369.6,71.6,40,50,51,51
110983,T06,2016-04-15T13:00:00+00:00,1636.6,1251.5,1458.2,112.9,41,52,52,53
47943,T06,2016-04-15T13:10:00+00:00,1626.9,1223.8,1413.8,99.1,43,53,53,54
200893,T06,2016-04-15T13:20:00+00:00,1649.3,1230.2,1402.7,109.7,43,53,54,54
110987,T06,2016-04-15T13:30:00+00:00,1644.9,1246.3,1422.9,102.2,44,54,55,55
110990,T06,2016-04-15T13:40:00+00:00,1662.5,1221.6,1450.0,119.4,45,55,56,56
63665,T06,2016-04-15T13:50:00+00:00,1624.9,1233.5,1405.5,115.6,45,56,57,57
110992,T06,2016-04-15T14:00:00+00:00,1649.3,1262.2,1436.8,100.6,46,56,57,57
175587,T06,2016-04-15T14:10:00+00:00,1664.5,1285.4,1518.7,88.0,46,58,58,59
122018,T06,2016-04-15T14:20:00+00:00,1622.3,1259.7,1426.1,95.7,47,58,59,59
47949,T06,2016-04-15T14:30:00+00:00,1665.3,1273.1,1491.7,100.2,47,58,59,60
110997,T06,2016-04-15T14:40:00+00:00,1637.4,1251.5,1412.7,113.0,48,59,60,60
175591,T06,2016-04-15T14:50:00+00:00,1626.0,1236.2,1424.7,106.8,48,59,60,61
47952,T06,2016-04-15T15:00:00+00:00,1590.9,1238.4,1366.5,82.1,48,59,60,60
175593,T06,2016-04-15T15:10:00+00:00,1680.1,1300.9,1541.1,99.8,48,60,61,61
120137,T06,2016-04-15T15:20:00+00:00,1683.7,1295.1,1566.5,89.0,49,62,62,63
120140,T06,2016-04-15T15:30:00+00:00,1660.8,1278.7,1481.4,101.6,50,62,63,64
175598,T06,2016-04-15T15:40:00+00:00,1678.4,1228.8,1505.5,127.7,50,63,64,64
111001,T06,2016-04-15T15:50:00+00:00,1656.8,1223.8,1459.3,111.6,50,63,64,64
47960,T06,2016-04-15T16:00:00+00:00,1685.0,1337.3,1599.3,69.1,50,64,65,65
122025,T06,2016-04-15T16:10:00+00:00,1676.1,1308.3,1530.1,117.0,51,65,66,66
175606,T06,2016-04-15T16:20:00+00:00,1690.4,1271.1,1527.6,111.0,51,64,65,66
111002,T06,2016-04-15T16:30:00+00:00,1671.0,1233.2,1508.4,114.3,51,64,65,65
175610,T06,2016-04-15T16:40:00+00:00,1659.8,1263.0,1508.8,103.3,51,64,65,65
200912,T06,2016-04-15T16:50:00+00:00,1652.6,1323.2,1502.1,99.3,51,63,64,65
122030,T06,2016-04-15T17:00:00+00:00,1686.9,1265.6,1481.6,103.4,51,62,63,64
122032,T06,2016-04-15T17:10:00+00:00,1669.1,1251.9,1479.2,106.5,50,62,63,64
122034,T06,2016-04-15T17:20:00+00:00,1647.0,1246.6,1431.3,107.5,50,61,62,63
120148,T06,2016-04-15T17:30:00+00:00,1645.2,1211.0,1420.7,111.4,49,60,61,62
122037,T06,2016-04-15T17:40:00+00:00,1665.5,1249.8,1404.2,117.6,49,60,61,62
154166,T06,2016-04-15T17:50:00+00:00,1657.9,1245.2,1505.5,89.0,49,60,61,61
122039,T06,2016-04-15T18:00:00+00:00,1686.7,1313.7,1597.9,88.8,49,62,63,63
101461,T06,2016-04-15T18:10:00+00:00,1679.1,1283.1,1554.0,106.1,49,63,64,65
122041,T06,2016-04-15T18:20:00+00:00,1660.5,1237.8,1480.7,106.2,50,63,64,64
22439,T06,2016-04-15T18:30:00+00:00,1682.7,1287.6,1591.5,92.4,50,63,64,64
154170,T06,2016-04-15T18:40:00+00:00,1686.6,1368.0,1613.0,79.1,50,65,66,67
175621,T06,2016-04-15T18:50:00+00:00,1661.6,1272.9,1497.9,101.6,51,64,66,66
47968,T06,2016-04-15T19:00:00+00:00,1677.5,1254.7,1508.0,112.0,51,64,65,65
111008,T06,2016-04-15T19:10:00+00:00,1641.7,1260.3,1443.9,95.0,50,63,64,64
122046,T06,2016-04-15T19:20:00+00:00,1643.5,1252.8,1425.7,108.6,50,61,62,63
154176,T06,2016-04-15T19:30:00+00:00,1578.7,1220.6,1352.9,91.6,49,60,61,62
111010,T06,2016-04-15T19:40:00+00:00,1634.5,1226.8,1375.1,100.6,48,59,60,61
63696,T06,2016-04-15T19:50:00+00:00,1638.7,1252.2,1429.4,105.8,48,59,60,61
22445,T06,2016-04-15T20:00:00+00:00,1574.9,1239.4,1377.2,85.5,48,58,60,60
47973,T06,2016-04-15T20:10:00+00:00,1580.9,1225.1,1303.3,61.2,47,57,59,59
175626,T06,2016-04-15T20:20:00+00:00,1539.7,1213.1,1299.4,79.0,46,56,57,58
120168,T06,2016-04-15T20:30:00+00:00,1351.9,1224.1,1257.8,22.3,46,55,56,57
111014,T06,2016-04-15T20:40:00+00:00,1398.3,1215.8,1263.8,30.0,45,54,55,56
101478,T06,2016-04-15T20:50:00+00:00,1372.5,1222.1,1261.9,21.7,44,53,55,55
122054,T06,2016-04-15T21:00:00+00:00,1463.1,1224.8,1274.7,45.4,44,53,54,55
167063,T06,2016-04-15T21:10:00+00:00,1464.8,1228.6,1296.2,50.2,43,53,54,54
122056,T06,2016-04-15T21:20:00+00:00,1364.3,1233.6,1274.3,28.9,43,52,53,54
63703,T06,2016-04-15T21:30:00+00:00,1523.6,1235.5,1318.9,59.9,43,52,53,54
200929,T06,2016-04-15T21:40:00+00:00,1557.6,1226.7,1311.5,86.3,42,52,53,54
175632,T06,2016-04-15T21:50:00+00:00,1619.1,1226.5,1333.6,70.1,42,52,53,53
47981,T06,2016-04-15T22:00:00+00:00,1516.4,1219.9,1305.3,56.0,42,52,53,53
122061,T06,2016-04-15T22:10:00+00:00,1515.9,1229.9,1303.4,54.9,42,51,53,53
11668,T06,2016-04-15T22:20:00+00:00,1610.9,1245.6,1383.6,85.9,42,52,53,53
122062,T06,2016-04-15T22:30:00+00:00,1542.3,1221.5,1350.6,75.4,42,52,53,53
111027,T06,2016-04-15T22:40:00+00:00,1621.4,1233.1,1415.2,108.6,42,52,53,54
175636,T06,2016-04-15T22:50:00+00:00,1558.9,1248.1,1375.4,81.5,42,52,53,54
111028,T06,2016-04-15T23:00:00+00:00,1541.9,1247.4,1336.5,70.9,42,52,53,54
167074,T06,2016-04-15T23:10:00+00:00,1515.4,1268.4,1387.4,63.5,42,52,53,54
122260,T06,2016-04-15T23:20:00+00:00,1619.6,1274.9,1419.7,79.8,42,52,53,54
26275,T06,2016-04-15T23:30:00+00:00,1556.5,1231.2,1365.8,71.3,42,52,53,54
1514,T06,2016-04-15T23:40:00+00:00,1508.7,1226.5,1345.6,57.1,42,52,53,54
47838,T06,2016-04-15T23:50:00+00:00,1562.7,1249.7,1368.0,71.8,42,52,53,54
47840,T06,2016-04-16T00:00:00+00:00,1457.6,1242.8,1306.4,47.0,42,52,53,53
154055,T06,2016-04-16T00:10:00+00:00,1459.8,1240.5,1304.7,46.1,42,51,52,53
63358,T06,2016-04-16T00:20:00+00:00,1475.0,1238.6,1344.1,58.5,42,51,52,53
122266,T06,2016-04-16T00:30:00+00:00,1509.1,1236.7,1318.1,57.9,41,51,52,53
58607,T06,2016-04-16T00:40:00+00:00,1479.2,1241.1,1338.7,61.4,41,51,52,53
122267,T06,2016-04-16T00:50:00+00:00,1474.8,1243.9,1324.4,48.7,41,51,52,53
26279,T06,2016-04-16T01:00:00+00:00,1435.7,1235.2,1294.9,42.4,41,51,52,53
26281,T06,2016-04-16T01:10:00+00:00,1456.0,1226.6,1299.0,45.6,41,51,52,52
122272,T06,2016-04-16T01:20:00+00:00,1486.1,1222.7,1290.8,49.2,41,50,52,52
58610,T06,2016-04-16T01:30:00+00:00,1339.4,1222.2,1268.1,27.5,41,50,51,52
47842,T06,2016-04-16T01:40:00+00:00,1320.2,1223.4,1255.0,13.4,41,50,51,51
1524,T06,2016-04-16T01:50:00+00:00,1310.8,1224.3,1257.3,14.4,41,49,50,51
119431,T06,2016-04-16T02:00:00+00:00,1408.6,1213.2,1261.1,28.9,41,49,50,51
78679,T06,2016-04-16T02:10:00+00:00,1293.6,1221.7,1251.8,11.5,40,49,50,51
47850,T06,2016-04-16T02:20:00+00:00,1295.3,1220.2,1252.0,16.0,40,49,50,50
1528,T06,2016-04-16T02:30:00+00:00,1286.1,1225.9,1252.4,11.5,40,49,50,50
180606,T06,2016-04-16T02:40:00+00:00,1341.8,1223.7,1255.1,19.1,40,49,50,50
166362,T06,2016-04-16T02:50:00+00:00,1289.4,1223.1,1252.4,12.2,40,49,50,51
154064,T06,2016-04-16T03:00:00+00:00,1285.4,1227.4,1250.0,8.7,40,49,50,51
26290,T06,2016-04-16T03:10:00+00:00,1263.8,1219.4,1248.5,6.3,40,49,50,51
1532,T06,2016-04-16T03:20:00+00:00,1269.5,1231.0,1249.8,7.3,40,50,50,51
180612,T06,2016-04-16T03:30:00+00:00,1280.4,1226.5,1252.0,8.7,40,50,51,51
63367,T06,2016-04-16T03:40:00+00:00,1277.3,1232.6,1253.6,8.8,40,50,51,51
1534,T06,2016-04-16T03:50:00+00:00,1272.0,1238.4,1249.1,5.6,40,50,51,51
122278,T06,2016-04-16T04:00:00+00:00,1288.3,1232.3,1251.3,9.9,40,50,51,52
134231,T06,2016-04-16T04:10:00+00:00,1301.1,1217.0,1255.0,14.3,40,50,51,52
122279,T06,2016-04-16T04:20:00+00:00,1344.1,1225.6,1262.6,22.2,40,51,52,52
47865,T06,2016-04-16T04:30:00+00:00,1395.2,1238.9,1274.8,28.2,40,51,52,52
154076,T06,2016-04-16T04:40:00+00:00,1443.6,1227.0,1277.5,37.7,41,51,52,53
166379,T06,2016-04-16T04:50:00+00:00,1367.5,1223.3,1276.8,30.3,41,52,52,53
63383,T06,2016-04-16T05:00:00+00:00,1528.6,1235.0,1326.3,66.1,41,52,53,53
166381,T06,2016-04-16T05:10:00+00:00,1495.1,1222.7,1310.3,58.5,41,52,53,54
1546,T06,2016-04-16T05:20:00+00:00,1482.7,1226.6,1282.1,51.3,41,52,53,54
10968,T06,2016-04-16T05:30:00+00:00,1378.9,1234.7,1275.9,31.4,41,52,53,54
180624,T06,2016-04-16T05:40:00+00:00,1597.4,1236.0,1398.9,86.9,42,53,54,54
122287,T06,2016-04-16T05:50:00+00:00,1588.1,1240.4,1400.4,85.0,42,54,55,55
122289,T06,2016-04-16T06:00:00+00:00,1637.5,1238.5,1405.3,111.1,42,54,55,56
122291,T06,2016-04-16T06:10:00+00:00,1595.3,1227.4,1413.8,88.8,43,55,55,56
10970,T06,2016-04-16T06:20:00+00:00,1621.0,1341.5,1504.1,69.7,43,56,56,57
134238,T06,2016-04-16T06:30:00+00:00,1642.0,1323.7,1483.3,77.0,44,56,57,58
122294,T06,2016-04-16T06:40:00+00:00,1666.5,1319.6,1483.9,86.7,44,57,58,58
166391,T06,2016-04-16T06:50:00+00:00,1661.3,1242.2,1404.2,93.2,44,57,58,58
58638,T06,2016-04-16T07:00:00+00:00,1639.8,1230.5,1401.5,109.5,44,57,58,58
122297,T06,2016-04-16T07:10:00+00:00,1523.6,1239.3,1339.9,70.9,44,56,57,58
119464,T06,2016-04-16T07:20:00+00:00,1436.8,1217.4,1289.5,49.9,44,56,57,57
10976,T06,2016-04-16T07:30:00+00:00,1607.6,1240.0,1409.6,87.8,44,56,57,57
122301,T06,2016-04-16T07:40:00+00:00,1643.9,1237.5,1425.8,115.2,44,57,58,58
26294,T06,2016-04-16T07:50:00+00:00,1497.3,1232.0,1300.3,61.5,44,56,57,58
58644,T06,2016-04-16T08:00:00+00:00,1457.6,1225.6,1312.7,48.3,44,56,57,57
200817,T06,2016-04-16T08:10:00+00:00,1604.4,1247.5,1388.8,77.7,43,56,57,57
122306,T06,2016-04-16T08:20:00+00:00,1555.6,1238.0,1352.3,70.0,43,56,57,57
47878,T06,2016-04-16T08:30:00+00:00,1614.5,1263.3,1464.1,79.8,43,57,57,58
63391,T06,2016-04-16T08:40:00+00:00,1610.5,1214.4,1373.4,123.8,44,57,58,58
134249,T06,2016-04-16T08:50:00+00:00,1628.6,1211.5,1439.1,112.6,44,57,58,58
63394,T06,2016-04-16T09:00:00+00:00,1649.5,1299.7,1477.3,81.6,44,58,58,59
119474,T06,2016-04-16T09:10:00+00:00,1573.1,1240.9,1369.0,81.5,44,57,58,59
1564,T06,2016-04-16T09:20:00+00:00,1597.0,1247.0,1424.9,95.1,44,57,58,59
1566,T06,2016-04-16T09:30:00+00:00,1649.1,1306.7,1491.7,93.6,44,58,59,59
1568,T06,2016-04-16T09:40:00+00:00,1578.5,1238.5,1365.1,89.3,44,58,59,59
1570,T06,2016-04-16T09:50:00+00:00,1640.3,1250.9,1397.4,99.6,44,58,59,59
101365,T06,2016-04-16T10:00:00+00:00,1601.1,1239.3,1380.2,85.2,45,58,59,59
1572,T06,2016-04-16T10:10:00+00:00,1605.3,1247.7,1411.7,94.8,45,58,59,59
122316,T06,2016-04-16T10:20:00+00:00,1597.0,1215.7,1350.7,100.8,45,58,59,59
78732,T06,2016-04-16T10:30:00+00:00,1589.1,1223.6,1339.5,92.3,44,57,58,59
1578,T06,2016-04-16T10:40:00+00:00,1668.8,1235.4,1443.9,128.5,44,58,59,59
1580,T06,2016-04-16T10:50:00+00:00,1675.3,1293.3,1543.6,92.6,45,60,61,61
134260,T06,2016-04-16T11:00:00+00:00,1661.7,1217.7,1418.5,118.4,46,60,61,61
119489,T06,2016-04-16T11:10:00+00:00,1626.0,1247.3,1418.6,107.4,46,60,60,61
101372,T06,2016-04-16T11:20:00+00:00,1656.1,1236.4,1429.8,139.3,46,60,60,61
154097,T06,2016-04-16T11:30:00+00:00,1697.4,1406.2,1605.8,64.9,47,62,62,63
166409,T06,2016-04-16T11:40:00+00:00,1690.9,1493.0,1657.8,27.9,48,65,65,66
58658,T06,2016-04-16T11:50:00+00:00,1684.3,1470.7,1634.0,46.0,49,68,68,69
134266,T06,2016-04-16T12:00:00+00:00,1662.0,1242.8,1487.9,105.9,50,66,67,68
58660,T06,2016-04-16T12:10:00+00:00,1691.2,1450.4,1620.1,58.0,50,66,67,67
134268,T06,2016-04-16T12:20:00+00:00,1709.7,1234.7,1599.1,109.2,51,65,67,69
63406,T06,2016-04-16T12:30:00+00:00,1692.2,1270.3,1571.4,105.0,51,62,66,68
122325,T06,2016-04-16T12:40:00+00:00,1682.2,1270.6,1523.5,101.7,51,61,64,66
134270,T06,2016-04-16T12:50:00+00:00,1669.1,1225.1,1526.1,96.8,50,60,63,65
1586,T06,2016-04-16T13:00:00+00:00,1652.6,1282.7,1500.6,110.5,50,60,62,64
166423,T06,2016-04-16T13:10:00+00:00,1695.1,1305.3,1548.8,106.6,49,60,62,64
63417,T06,2016-04-16T13:20:00+00:00,1676.1,1225.9,1524.6,116.9,49,60,63,65
166426,T06,2016-04-16T13:30:00+00:00,1715.2,1327.5,1621.4,80.8,49,61,64,66
47898,T06,2016-04-16T13:40:00+00:00,1710.0,1513.4,1644.5,33.6,50,64,68,70
1589,T06,2016-04-16T13:50:00+00:00,1693.7,1449.6,1645.4,41.0,51,65,69,71
58668,T06,2016-04-16T14:00:00+00:00,1703.6,1504.4,1633.7,39.0,52,66,70,72
154122,T06,2016-04-16T14:10:00+00:00,1720.7,1395.2,1627.9,56.0,53,66,70,72
26330,T06,2016-04-16T14:20:00+00:00,1722.8,1624.6,1673.1,14.1,54,69,74,77
58670,T06,2016-04-16T14:30:00+00:00,1735.2,1563.1,1642.8,27.1,55,71,76,79
1592,T06,2016-04-16T14:40:00+00:00,1706.5,1431.4,1638.3,49.2,57,71,76,79
26336,T06,2016-04-16T14:50:00+00:00,1751.0,1621.3,1671.1,20.6,58,73,79,81
101401,T06,2016-04-16T15:00:00+00:00,1752.6,1620.9,1669.8,17.2,59,77,82,85
122335,T06,2016-04-16T15:10:00+00:00,1741.7,1507.7,1647.5,42.0,59,78,83,86
58675,T06,2016-04-16T15:20:00+00:00,1702.9,1623.0,1663.3,15.4,60,78,83,86
63424,T06,2016-04-16T15:30:00+00:00,1728.5,1383.3,1640.2,57.1,60,78,84,87
1599,T06,2016-04-16T15:40:00+00:00,1727.0,1373.6,1625.0,73.1,60,77,82,85
